ID;descricao;status_ID;criticidade_ID;regulador_ID;detalheDiscussao;principaisImpactos;primeiroRegistro;ultimoRegistro;dataUltimaReuniao;representante_ID;comissao_ID;diretorGeral;diretorExecutivo
247;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646888;1;Roberto Santos;Fábio Morita
248;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646889;1;Roberto Santos;Fábio Morita
249;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646890;1;Roberto Santos;Fábio Morita
250;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646891;1;Roberto Santos;Fábio Morita
251;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646892;1;Roberto Santos;Fábio Morita
252;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646893;1;Roberto Santos;Fábio Morita
253;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646894;1;Roberto Santos;Fábio Morita
254;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646895;1;Roberto Santos;Fábio Morita
255;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646896;1;Roberto Santos;Fábio Morita
256;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646897;1;Roberto Santos;Fábio Morita
257;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646898;1;Roberto Santos;Fábio Morita
258;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646899;1;Roberto Santos;Fábio Morita
259;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646900;1;Roberto Santos;Fábio Morita
260;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646901;1;Roberto Santos;Fábio Morita
261;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646902;1;Roberto Santos;Fábio Morita
262;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646903;1;Roberto Santos;Fábio Morita
263;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646904;1;Roberto Santos;Fábio Morita
264;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646905;1;Roberto Santos;Fábio Morita
265;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646906;1;Roberto Santos;Fábio Morita
266;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646907;1;Roberto Santos;Fábio Morita
267;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646908;1;Roberto Santos;Fábio Morita
268;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646909;1;Roberto Santos;Fábio Morita
269;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646910;1;Roberto Santos;Fábio Morita
270;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646911;1;Roberto Santos;Fábio Morita
271;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646912;1;Roberto Santos;Fábio Morita
272;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646913;1;Roberto Santos;Fábio Morita
273;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646914;1;Roberto Santos;Fábio Morita
274;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646915;1;Roberto Santos;Fábio Morita
275;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646916;1;Roberto Santos;Fábio Morita
276;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646917;1;Roberto Santos;Fábio Morita
277;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646918;1;Roberto Santos;Fábio Morita
278;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646919;1;Roberto Santos;Fábio Morita
279;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646920;1;Roberto Santos;Fábio Morita
280;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646921;1;Roberto Santos;Fábio Morita
281;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646922;1;Roberto Santos;Fábio Morita
282;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646923;1;Roberto Santos;Fábio Morita
283;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646924;1;Roberto Santos;Fábio Morita
284;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646925;1;Roberto Santos;Fábio Morita
285;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646926;1;Roberto Santos;Fábio Morita
286;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646927;1;Roberto Santos;Fábio Morita
287;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646928;1;Roberto Santos;Fábio Morita
288;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646929;1;Roberto Santos;Fábio Morita
289;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646930;1;Roberto Santos;Fábio Morita
290;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646931;1;Roberto Santos;Fábio Morita
291;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646932;1;Roberto Santos;Fábio Morita
292;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646933;1;Roberto Santos;Fábio Morita
293;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646934;1;Roberto Santos;Fábio Morita
294;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646935;1;Roberto Santos;Fábio Morita
295;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646936;1;Roberto Santos;Fábio Morita
296;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646937;1;Roberto Santos;Fábio Morita
297;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646938;1;Roberto Santos;Fábio Morita
298;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646939;1;Roberto Santos;Fábio Morita
299;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646940;1;Roberto Santos;Fábio Morita
300;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646941;1;Roberto Santos;Fábio Morita
301;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646942;1;Roberto Santos;Fábio Morita
302;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646943;1;Roberto Santos;Fábio Morita
303;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646944;1;Roberto Santos;Fábio Morita
304;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646945;4;Roberto Santos;Fábio Morita
305;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646946;4;Roberto Santos;Fábio Morita
306;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646947;4;Roberto Santos;Fábio Morita
307;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646948;4;Roberto Santos;Fábio Morita
308;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646949;4;Roberto Santos;Fábio Morita
309;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646950;4;Roberto Santos;Fábio Morita
310;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646951;4;Roberto Santos;Fábio Morita
311;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646952;4;Roberto Santos;Fábio Morita
312;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646953;4;Roberto Santos;Fábio Morita
313;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646954;4;Roberto Santos;Fábio Morita
314;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646955;4;Roberto Santos;Fábio Morita
315;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646956;4;Roberto Santos;Fábio Morita
316;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646957;4;Roberto Santos;Fábio Morita
317;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646958;4;Roberto Santos;Fábio Morita
318;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646959;4;Roberto Santos;Fábio Morita
319;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646960;4;Roberto Santos;Fábio Morita
320;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646961;4;Roberto Santos;Fábio Morita
321;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646962;4;Roberto Santos;Fábio Morita
322;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646963;4;Roberto Santos;Fábio Morita
323;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646964;4;Roberto Santos;Fábio Morita
324;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646965;4;Roberto Santos;Fábio Morita
325;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646966;4;Roberto Santos;Fábio Morita
326;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646967;4;Roberto Santos;Fábio Morita
327;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646968;4;Roberto Santos;Fábio Morita
328;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646969;4;Roberto Santos;Fábio Morita
329;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646970;4;Roberto Santos;Fábio Morita
330;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646971;4;Roberto Santos;Fábio Morita
331;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646972;4;Roberto Santos;Fábio Morita
332;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646973;4;Roberto Santos;Fábio Morita
333;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646974;4;Roberto Santos;Fábio Morita
334;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646975;4;Roberto Santos;Fábio Morita
335;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646976;4;Roberto Santos;Fábio Morita
336;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646977;4;Roberto Santos;Fábio Morita
337;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646978;4;Roberto Santos;Fábio Morita
338;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646979;4;Roberto Santos;Fábio Morita
339;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646980;4;Roberto Santos;Fábio Morita
340;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646981;4;Roberto Santos;Fábio Morita
341;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646982;4;Roberto Santos;Fábio Morita
342;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646983;4;Roberto Santos;Fábio Morita
343;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646984;4;Roberto Santos;Fábio Morita
344;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646985;4;Roberto Santos;Fábio Morita
345;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646986;4;Roberto Santos;Fábio Morita
346;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646987;4;Roberto Santos;Fábio Morita
347;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646988;4;Roberto Santos;Fábio Morita
348;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646989;4;Roberto Santos;Fábio Morita
349;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646990;4;Roberto Santos;Fábio Morita
350;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646991;4;Roberto Santos;Fábio Morita
351;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646992;4;Roberto Santos;Fábio Morita
352;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646993;4;Roberto Santos;Fábio Morita
353;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646994;4;Roberto Santos;Fábio Morita
354;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646995;4;Roberto Santos;Fábio Morita
355;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646996;4;Roberto Santos;Fábio Morita
356;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646997;4;Roberto Santos;Fábio Morita
357;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646998;4;Roberto Santos;Fábio Morita
358;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0646999;4;Roberto Santos;Fábio Morita
359;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0647000;4;Roberto Santos;Fábio Morita
360;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0647001;4;Roberto Santos;Fábio Morita
361;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0647002;4;Roberto Santos;Fábio Morita
362;Temas pontuais e alinhamento gerais;1;3;4;Apresentação da nova diretora-executiva: Vera Valente;teste;2020-09-21T00:00:00Z;2020-01-21T00:00:00Z;2020-08-21T00:00:00Z;P0647003;4;Roberto Santos;Fábio Morita
